"edad","sexo","nrodepen","fonopart","fonolab","autovaluo","esaval","tieneaval","antiguedad","tiporenta","dpto","morosidad"
45,"F",5,"Si","No","Si","No","No",3,"Variable","Cusco","Moroso"
45,"F",4,"Si","Si","Si","No","No",3,"Fijo","Cusco","Moroso"
45,"M",4,"No","No","No","No","No",3,"Variable","Cusco","Moroso"
45,"M",4,"Si","No","No","No","No",3,"Variable","Cusco","Moroso"
45,"F",4,"No","No","No","No","Si",3,"Variable","Cusco","Moroso"
45,"M",4,"No","No","No","Si","Si",3,"Variable","Cusco","Moroso"
45,"F",4,"No","No","No","Si","Si",3,"Variable","Cusco","No Moroso"
45,"F",3,"Si","Si","No","Si","No",3,"Fijo","Cusco","No Moroso"
45,"M",3,"No","No","Si","No","No",3,"Variable","Cusco","No Moroso"
45,"F",3,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
45,"F",3,"No","No","No","Si","Si",3,"Variable","Cusco","No Moroso"
45,"F",2,"Si","Si","Si","No","No",3,"Fijo","Cusco","No Moroso"
45,"F",2,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
45,"F",2,"No","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
45,"M",2,"Si","No","No","No","Si",3,"Variable","Cusco","No Moroso"
45,"M",2,"Si","No","No","Si","No",3,"Variable","Cusco","No Moroso"
45,"M",2,"No","No","No","Si","No",3,"Variable","Cusco","No Moroso"
45,"M",2,"Si","No","Si","No","No",3,"Variable","Cusco","No Moroso"
45,"F",2,"No","Si","No","No","Si",3,"Variable","Cusco","No Moroso"
45,"M",1,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
45,"F",1,"No","Si","No","No","Si",3,"Fijo","Cusco","No Moroso"
45,"M",1,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
45,"F",1,"Si","Si","No","No","No",3,"Variable","Cusco","No Moroso"
45,"M",1,"No","No","Si","No","No",3,"Variable","Cusco","No Moroso"
45,"M",1,"Si","Si","No","No","No",3,"Variable","Cusco","No Moroso"
45,"M",1,"Si","No","No","No","No",3,"Variable","Cusco","No Moroso"
45,"M",1,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
45,"M",1,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
45,"M",1,"Si","No","Si","No","No",3,"Variable","Cusco","No Moroso"
45,"M",0,"No","Si","No","No","Si",3,"Fijo","Cusco","No Moroso"
45,"F",0,"Si","No","No","No","Si",3,"Variable","Cusco","No Moroso"
45,"M",0,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
45,"M",0,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
45,"F",0,"Si","No","No","No","No",3,"Variable","Cusco","No Moroso"
45,"M",0,"Si","No","No","No","No",3,"Variable","Cusco","No Moroso"
45,"F",0,"Si","No","No","No","No",3,"Variable","Cusco","No Moroso"
45,"F",0,"No","Si","No","No","No",3,"Variable","Cusco","No Moroso"
46,"F",5,"No","No","No","No","No",3,"Variable","Cusco","Moroso"
46,"F",5,"No","No","No","No","No",3,"Variable","Cusco","Moroso"
46,"M",5,"Si","No","No","No","No",3,"Variable","Cusco","Moroso"
46,"M",4,"Si","No","Si","No","No",3,"Variable","Cusco","Moroso"
46,"M",4,"No","No","Si","No","No",3,"Variable","Cusco","Moroso"
46,"F",4,"No","No","No","Si","Si",3,"Variable","Cusco","Moroso"
46,"M",3,"Si","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
46,"M",3,"No","Si","No","No","No",3,"Fijo","Cusco","No Moroso"
46,"F",3,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
46,"M",2,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
46,"F",2,"Si","No","No","No","No",3,"Variable","Cusco","No Moroso"
46,"M",2,"No","No","Si","No","No",3,"Variable","Cusco","No Moroso"
46,"F",2,"Si","No","Si","No","No",3,"Variable","Cusco","No Moroso"
46,"F",0,"Si","No","No","No","No",3,"Fijo","Cusco","No Moroso"
46,"M",0,"Si","No","Si","Si","No",3,"Variable","Cusco","No Moroso"
47,"M",5,"Si","Si","No","No","Si",3,"Fijo","Cusco","Moroso"
47,"F",5,"Si","Si","Si","No","Si",3,"Fijo","Cusco","Moroso"
47,"M",5,"No","Si","No","No","No",3,"Variable","Cusco","Moroso"
47,"M",5,"Si","No","Si","No","No",3,"Variable","Cusco","Moroso"
47,"M",4,"No","No","No","No","No",3,"Fijo","Cusco","Moroso"
47,"M",4,"No","No","No","No","No",3,"Variable","Cusco","Moroso"
47,"M",4,"No","No","No","Si","Si",3,"Variable","Cusco","Moroso"
47,"F",4,"Si","No","No","No","No",3,"Variable","Cusco","Moroso"
47,"M",4,"No","No","Si","No","No",3,"Variable","Cusco","Moroso"
47,"F",3,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
47,"F",3,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
47,"F",2,"Si","Si","No","No","Si",3,"Fijo","Cusco","No Moroso"
47,"F",2,"No","Si","No","No","Si",3,"Fijo","Cusco","No Moroso"
47,"M",2,"Si","Si","No","Si","Si",3,"Fijo","Cusco","No Moroso"
47,"M",2,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
47,"F",2,"Si","No","No","No","No",3,"Variable","Cusco","No Moroso"
47,"M",2,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
47,"M",1,"Si","No","No","No","No",3,"Fijo","Cusco","No Moroso"
47,"F",0,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
48,"M",5,"Si","No","Si","Si","No",3,"Variable","Cusco","Moroso"
48,"M",5,"Si","No","Si","No","No",3,"Variable","Cusco","Moroso"
48,"F",4,"No","No","No","No","No",3,"Variable","Cusco","Moroso"
48,"F",4,"No","Si","Si","Si","No",3,"Variable","Cusco","Moroso"
48,"F",3,"No","No","Si","No","No",3,"Variable","Cusco","No Moroso"
48,"F",2,"Si","Si","Si","No","No",3,"Variable","Cusco","No Moroso"
48,"M",2,"Si","Si","No","No","No",3,"Variable","Cusco","No Moroso"
48,"M",2,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
48,"M",1,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
48,"M",0,"No","No","No","No","No",3,"Variable","Cusco","No Moroso"
49,"M",5,"No","Si","No","Si","Si",3,"Fijo","Cusco","Moroso"
49,"M",5,"No","No","Si","No","No",3,"Variable","Cusco","Moroso"
49,"F",5,"No","No","No","No","No",3,"Variable","Cusco","Moroso"
49,"F",5,"No","No","Si","No","No",3,"Variable","Cusco","Moroso"
49,"M",5,"Si","No","Si","No","No",3,"Variable","Cusco","Moroso"
49,"M",5,"No","No","No","No","No",3,"Variable","Cusco","Moroso"
49,"F",5,"No","No","No","No","No",3,"Variable","Cusco","Moroso"
49,"F",5,"No","No","No","No","No",3,"Variable","Ica","Moroso"
49,"F",4,"No","Si","No","No","No",3,"Variable","Ica","Moroso"
49,"M",4,"No","No","No","No","No",3,"Variable","Ica","Moroso"
49,"F",4,"No","No","No","No","No",3,"Variable","Ica","Moroso"
49,"M",4,"No","No","No","No","No",3,"Variable","Ica","Moroso"
49,"F",3,"Si","Si","No","Si","No",3,"Variable","Ica","No Moroso"
49,"M",2,"No","No","No","No","No",3,"Fijo","Ica","No Moroso"
49,"F",2,"Si","Si","No","No","No",3,"Variable","Ica","No Moroso"
49,"F",2,"No","No","No","No","No",3,"Variable","Ica","No Moroso"
49,"M",2,"Si","No","No","No","No",3,"Variable","Ica","No Moroso"
49,"M",2,"No","No","Si","Si","No",3,"Variable","Ica","No Moroso"
49,"F",2,"No","No","Si","No","No",3,"Variable","Ica","No Moroso"
49,"F",2,"No","No","No","Si","No",3,"Variable","Ica","No Moroso"
49,"F",2,"Si","No","Si","No","No",3,"Variable","Ica","No Moroso"
49,"F",2,"Si","Si","Si","No","No",3,"Variable","Ica","No Moroso"
49,"F",1,"Si","No","No","No","No",3,"Variable","Ica","No Moroso"
49,"M",0,"No","No","No","No","No",3,"Variable","Ica","No Moroso"
50,"M",5,"Si","No","No","No","Si",3,"Variable","Ica","Moroso"
50,"F",5,"No","No","Si","No","No",3,"Variable","Ica","Moroso"
50,"F",5,"No","No","No","No","No",3,"Variable","Ica","Moroso"
50,"M",3,"No","No","No","No","No",3,"Variable","Ica","No Moroso"
50,"F",2,"No","Si","No","No","Si",3,"Fijo","Ica","No Moroso"
50,"F",2,"No","Si","No","Si","Si",3,"Fijo","Ica","No Moroso"
50,"F",2,"Si","Si","Si","No","No",3,"Variable","Ica","No Moroso"
50,"M",2,"No","No","No","No","No",3,"Variable","Ica","No Moroso"
50,"F",2,"Si","No","Si","No","No",3,"Variable","Ica","No Moroso"
50,"F",2,"No","No","No","No","No",3,"Variable","Ica","No Moroso"
50,"M",1,"No","No","No","No","No",3,"Variable","Ica","No Moroso"
50,"M",1,"No","No","No","No","No",3,"Variable","Ica","No Moroso"
50,"F",0,"Si","Si","Si","No","No",3,"Variable","Ica","No Moroso"
50,"M",0,"No","No","Si","No","No",3,"Variable","Ica","No Moroso"
51,"F",5,"No","No","No","No","Si",3,"Fijo","Ica","Moroso"
51,"M",5,"No","No","Si","No","No",3,"Variable","Ica","Moroso"
51,"M",5,"No","No","Si","No","No",3,"Variable","Ica","Moroso"
51,"M",5,"No","No","No","No","No",3,"Variable","Ica","Moroso"
51,"M",4,"No","No","Si","No","No",3,"Variable","Ica","Moroso"
51,"F",4,"No","No","No","No","No",3,"Variable","Ica","Moroso"
51,"F",4,"Si","No","No","No","No",3,"Variable","Ica","Moroso"
51,"M",4,"No","No","Si","No","No",3,"Variable","Ica","Moroso"
51,"F",2,"Si","No","Si","Si","No",3,"Fijo","Ica","No Moroso"
51,"F",2,"No","Si","No","No","No",3,"Fijo","Ica","No Moroso"
51,"F",2,"No","No","No","No","No",3,"Variable","Ica","No Moroso"
51,"F",2,"Si","No","No","Si","Si",3,"Variable","Ica","No Moroso"
51,"F",1,"Si","No","No","No","Si",3,"Fijo","Ica","No Moroso"
51,"M",1,"Si","Si","No","No","No",3,"Variable","Ica","No Moroso"
51,"M",0,"Si","Si","Si","No","No",3,"Variable","Ica","No Moroso"
52,"M",5,"Si","No","Si","No","No",3,"Variable","Ica","Moroso"
52,"F",4,"No","No","Si","No","No",3,"Fijo","Ica","Moroso"
52,"F",3,"No","No","Si","Si","No",3,"Variable","Ica","No Moroso"
52,"F",3,"No","No","No","No","No",3,"Variable","Ica","No Moroso"
52,"M",2,"Si","Si","No","No","No",3,"Fijo","Ica","No Moroso"
52,"M",2,"No","No","No","No","No",3,"Variable","Ica","No Moroso"
52,"F",2,"Si","Si","No","No","No",3,"Variable","Ica","No Moroso"
52,"F",1,"No","Si","Si","No","No",3,"Fijo","Ica","No Moroso"
52,"M",1,"No","No","Si","No","No",3,"Variable","Ica","No Moroso"
52,"F",1,"No","No","No","No","No",3,"Variable","Ica","No Moroso"
52,"F",0,"No","No","Si","Si","No",3,"Variable","Ica","No Moroso"
53,"F",2,"No","No","No","No","No",3,"Variable","Ica","No Moroso"
53,"M",1,"No","No","No","No","No",3,"Fijo","Ica","No Moroso"
53,"M",1,"No","No","Si","No","No",3,"Variable","Ica","No Moroso"
54,"M",5,"Si","No","Si","No","No",3,"Variable","Ica","Moroso"
54,"M",5,"No","No","No","Si","No",3,"Variable","Ica","Moroso"
54,"M",5,"No","No","No","No","No",3,"Variable","Ica","Moroso"
54,"F",5,"No","No","No","Si","Si",3,"Variable","Ica","Moroso"
54,"M",3,"Si","No","No","No","No",3,"Variable","Ica","No Moroso"
54,"M",2,"No","No","No","No","No",3,"Variable","Ica","No Moroso"
54,"F",1,"No","No","Si","No","No",3,"Variable","Ica","No Moroso"
54,"F",1,"No","No","No","Si","Si",3,"Variable","Ica","No Moroso"
55,"F",5,"Si","No","Si","No","No",3,"Variable","Ica","Moroso"
55,"M",4,"Si","Si","Si","Si","No",3,"Variable","Ica","Moroso"
55,"M",4,"No","No","No","No","No",3,"Variable","Ica","Moroso"
55,"M",3,"Si","Si","No","No","No",3,"Variable","Ica","No Moroso"
55,"F",2,"Si","No","Si","No","No",3,"Variable","Ica","No Moroso"
55,"F",2,"No","No","No","No","No",3,"Variable","Ica","No Moroso"
56,"F",5,"No","No","Si","No","No",3,"Variable","Ica","Moroso"
56,"M",5,"No","No","Si","No","No",3,"Variable","Ica","Moroso"
56,"F",5,"No","No","No","No","No",3,"Variable","Ica","Moroso"
56,"F",4,"Si","Si","Si","Si","Si",3,"Variable","Ica","Moroso"
56,"F",3,"No","No","Si","Si","Si",3,"Variable","Ica","No Moroso"
56,"M",3,"No","No","Si","Si","No",3,"Variable","Ica","No Moroso"
56,"F",2,"No","No","No","No","No",3,"Variable","Ica","No Moroso"
56,"M",2,"Si","No","No","No","No",3,"Variable","Ica","No Moroso"
56,"M",2,"No","No","Si","No","No",3,"Variable","Ica","No Moroso"
56,"F",1,"No","No","Si","No","No",3,"Variable","Ica","No Moroso"
56,"M",0,"No","No","No","No","No",3,"Variable","Ica","No Moroso"
57,"F",5,"No","No","Si","No","No",3,"Variable","Ica","Moroso"
57,"F",3,"Si","Si","No","No","No",3,"Fijo","Ica","No Moroso"
57,"F",2,"No","Si","No","Si","Si",3,"Fijo","Ica","No Moroso"
57,"M",0,"Si","Si","No","No","No",3,"Fijo","Ica","No Moroso"
57,"M",0,"Si","No","No","No","No",3,"Variable","Ica","No Moroso"
57,"F",0,"No","No","No","No","No",3,"Variable","Ica","No Moroso"
57,"F",0,"No","No","Si","No","No",3,"Variable","Ica","No Moroso"
58,"M",5,"No","No","No","No","No",3,"Variable","Ica","Moroso"
58,"F",4,"Si","Si","No","No","No",3,"Variable","Ica","Moroso"
58,"F",3,"No","No","No","No","No",3,"Variable","Ica","No Moroso"
58,"M",2,"Si","No","Si","Si","No",3,"Variable","Ica","No Moroso"
58,"M",2,"No","No","Si","No","No",3,"Variable","Ica","No Moroso"
58,"M",0,"Si","Si","No","No","No",3,"Variable","Ica","No Moroso"
58,"M",0,"No","No","No","No","No",3,"Variable","Ica","No Moroso"
59,"F",5,"No","No","No","No","No",3,"Variable","Ica","Moroso"
59,"F",5,"No","No","No","No","No",3,"Variable","Ica","Moroso"
59,"F",4,"No","No","No","No","No",3,"Variable","Ica","Moroso"
59,"F",1,"Si","No","No","No","No",3,"Variable","Ica","No Moroso"
59,"F",1,"Si","No","No","No","No",3,"Variable","Ica","No Moroso"
60,"M",5,"No","No","No","No","No",3,"Variable","Ica","Moroso"
60,"F",3,"No","No","No","No","No",3,"Variable","Ica","No Moroso"
60,"M",1,"Si","No","No","No","No",3,"Variable","Ica","No Moroso"
61,"F",5,"No","Si","No","No","No",3,"Variable","Ica","Moroso"
61,"M",5,"No","No","No","No","No",3,"Variable","Ica","Moroso"
61,"M",5,"No","No","No","No","No",3,"Variable","Ica","Moroso"
61,"F",2,"Si","No","Si","No","No",3,"Variable","Ica","No Moroso"
61,"F",1,"No","No","No","No","No",3,"Variable","Ica","No Moroso"
61,"F",1,"No","No","No","No","No",3,"Variable","Ica","No Moroso"
61,"M",0,"Si","Si","No","No","Si",3,"Fijo","Ica","No Moroso"
61,"M",0,"Si","No","Si","No","No",3,"Variable","Ica","No Moroso"
62,"F",5,"No","No","Si","Si","No",3,"Variable","Ica","Moroso"
62,"M",4,"No","No","Si","No","No",3,"Variable","Ica","Moroso"
62,"F",2,"Si","Si","Si","No","No",3,"Variable","Ica","No Moroso"
62,"F",0,"Si","Si","No","No","No",3,"Fijo","Ica","No Moroso"
62,"F",0,"No","No","No","No","No",3,"Variable","Ica","No Moroso"
62,"F",0,"Si","No","No","Si","No",3,"Variable","Ica","No Moroso"
63,"M",5,"No","No","No","No","No",3,"Variable","Ica","Moroso"
63,"M",3,"No","No","Si","No","No",3,"Variable","Ica","No Moroso"
63,"M",0,"No","No","Si","No","No",3,"Variable","Ica","No Moroso"
65,"F",0,"No","Si","No","No","No",3,"Fijo","Ica","No Moroso"
67,"F",5,"No","No","Si","No","No",3,"Variable","Ica","Moroso"
67,"M",5,"No","No","No","No","No",3,"Variable","Ica","Moroso"
67,"F",2,"Si","Si","Si","No","No",3,"Variable","Ica","No Moroso"
68,"F",5,"No","No","No","No","Si",3,"Variable","Ica","Moroso"
68,"M",1,"No","No","No","No","No",3,"Variable","Ica","No Moroso"
68,"F",0,"No","No","No","No","No",3,"Variable","Ica","No Moroso"
69,"F",5,"No","No","No","No","No",3,"Variable","Ica","Moroso"
69,"F",5,"Si","Si","No","No","No",3,"Variable","Ica","Moroso"
69,"M",5,"Si","No","No","No","No",3,"Variable","Ica","Moroso"
69,"F",4,"No","No","No","No","No",3,"Fijo","Ica","Moroso"
69,"M",1,"No","Si","No","No","No",3,"Variable","Ica","No Moroso"
73,"F",0,"No","No","No","No","No",3,"Variable","Ica","No Moroso"
75,"M",5,"Si","Si","No","No","No",3,"Variable","Ica","Moroso"
75,"F",0,"No","Si","No","No","No",3,"Fijo","Ica","No Moroso"
22,"F",5,"Si","Si","No","No","No",2,"Fijo","Ica","Moroso"
22,"M",5,"No","Si","No","No","No",2,"Fijo","Ica","Moroso"
22,"M",5,"Si","No","No","Si","Si",2,"Variable","Ica","Moroso"
22,"F",4,"Si","Si","No","No","No",2,"Fijo","Ica","Moroso"
22,"M",4,"Si","Si","No","No","No",2,"Variable","Ica","Moroso"
22,"F",1,"No","Si","No","No","No",2,"Fijo","Ica","No Moroso"
22,"F",1,"Si","No","No","No","No",2,"Variable","Ica","No Moroso"
22,"M",1,"No","No","No","Si","Si",2,"Variable","Ica","No Moroso"
22,"M",0,"Si","Si","No","No","No",2,"Fijo","Ica","No Moroso"
22,"F",0,"Si","Si","No","No","No",2,"Fijo","Ica","No Moroso"
22,"F",0,"No","Si","No","No","No",2,"Fijo","Ica","No Moroso"
23,"F",5,"Si","Si","No","No","No",2,"Fijo","Ica","Moroso"
23,"F",5,"Si","Si","No","No","No",2,"Fijo","Ica","Moroso"
23,"M",5,"No","No","No","No","Si",2,"Variable","Ica","Moroso"
23,"F",4,"No","No","Si","No","Si",2,"Variable","Ica","Moroso"
23,"F",3,"Si","Si","No","No","No",2,"Fijo","Ica","No Moroso"
23,"F",1,"Si","Si","No","No","No",2,"Fijo","Ica","No Moroso"
23,"M",0,"Si","Si","No","No","No",2,"Fijo","Ica","No Moroso"
23,"M",0,"Si","Si","No","No","No",2,"Fijo","Ica","No Moroso"
23,"M",0,"Si","Si","No","No","No",2,"Fijo","Ica","No Moroso"
23,"F",0,"Si","Si","No","No","No",2,"Fijo","Ica","No Moroso"
23,"M",0,"Si","Si","No","No","No",2,"Fijo","Ica","No Moroso"
24,"F",5,"Si","Si","No","No","No",2,"Fijo","Ica","Moroso"
24,"F",5,"Si","Si","No","No","No",2,"Fijo","Ica","Moroso"
24,"F",5,"No","Si","No","No","No",2,"Fijo","Ica","Moroso"
24,"M",5,"No","No","No","Si","Si",2,"Variable","Ica","Moroso"
24,"F",4,"Si","Si","No","No","No",2,"Fijo","Ica","Moroso"
24,"F",4,"No","Si","No","No","No",2,"Variable","Ica","Moroso"
24,"M",2,"Si","Si","No","No","No",2,"Fijo","Ica","No Moroso"
24,"F",2,"Si","Si","No","No","No",2,"Fijo","Ica","No Moroso"
24,"F",1,"Si","Si","No","No","No",2,"Fijo","Ica","No Moroso"
24,"F",1,"Si","Si","No","No","No",2,"Fijo","Ica","No Moroso"
24,"F",0,"Si","Si","No","No","No",2,"Fijo","Ica","No Moroso"
24,"M",0,"Si","Si","No","No","No",2,"Fijo","Ica","No Moroso"
24,"M",0,"Si","Si","No","No","No",2,"Fijo","Ica","No Moroso"
24,"M",0,"Si","Si","No","No","No",2,"Fijo","Ica","No Moroso"
24,"M",0,"Si","Si","No","No","No",2,"Fijo","Ica","No Moroso"
24,"F",0,"Si","Si","No","No","No",2,"Fijo","Ica","No Moroso"
24,"M",0,"Si","Si","No","No","No",2,"Fijo","Ica","No Moroso"
24,"F",0,"Si","Si","No","No","No",2,"Fijo","Ica","No Moroso"
24,"M",0,"Si","Si","No","No","No",2,"Fijo","Ica","No Moroso"
24,"M",0,"Si","Si","No","No","No",2,"Fijo","Ica","No Moroso"
25,"M",5,"Si","Si","No","No","No",2,"Fijo","Ica","Moroso"
25,"M",5,"Si","Si","No","No","No",2,"Fijo","Ica","Moroso"
25,"M",5,"No","No","Si","No","Si",2,"Variable","Ica","Moroso"
25,"F",4,"No","Si","No","No","No",2,"Variable","Ica","Moroso"
25,"F",1,"Si","Si","No","No","No",2,"Fijo","Ica","No Moroso"
25,"F",0,"Si","Si","No","No","No",2,"Fijo","Ica","No Moroso"
25,"F",0,"Si","Si","No","No","No",2,"Fijo","Ica","No Moroso"
25,"F",0,"Si","Si","No","No","No",2,"Fijo","Ica","No Moroso"
25,"M",0,"Si","Si","No","No","No",2,"Fijo","Ica","No Moroso"
25,"F",0,"Si","Si","No","No","No",2,"Fijo","Ica","No Moroso"
25,"M",0,"No","Si","No","No","Si",2,"Fijo","Ica","No Moroso"
25,"M",0,"No","Si","No","No","Si",2,"Fijo","Ica","No Moroso"
25,"M",0,"Si","Si","No","No","Si",2,"Variable","Ica","No Moroso"
26,"F",5,"Si","Si","No","No","No",2,"Fijo","Ica","Moroso"
26,"F",5,"No","No","Si","No","No",2,"Variable","Ica","Moroso"
26,"F",5,"No","No","No","No","No",2,"Variable","Ica","Moroso"
26,"F",5,"No","No","No","No","No",2,"Variable","Ica","Moroso"
26,"F",4,"Si","Si","No","No","No",2,"Fijo","Ica","Moroso"
26,"F",4,"No","Si","No","No","No",2,"Fijo","Ica","Moroso"
26,"F",4,"Si","No","No","No","No",2,"Fijo","Ica","Moroso"
26,"F",4,"No","No","No","Si","Si",2,"Fijo","Ica","Moroso"
26,"M",4,"Si","No","No","No","Si",2,"Variable","Ica","Moroso"
26,"M",4,"Si","Si","No","No","No",2,"Variable","Ica","Moroso"
26,"M",4,"No","No","No","Si","Si",2,"Variable","Ica","Moroso"
27,"F",5,"Si","Si","No","No","No",2,"Fijo","Ica","Moroso"
27,"F",5,"Si","Si","No","No","Si",2,"Fijo","Ica","Moroso"
27,"F",5,"Si","Si","No","No","No",2,"Fijo","Ica","Moroso"
27,"F",5,"No","Si","Si","Si","Si",2,"Fijo","Ica","Moroso"
27,"M",5,"Si","Si","No","No","No",2,"Fijo","Ica","Moroso"
27,"F",5,"Si","Si","No","No","No",2,"Variable","Ica","Moroso"
27,"F",5,"Si","No","No","No","Si",2,"Variable","Ica","Moroso"
27,"F",5,"Si","No","Si","No","No",2,"Variable","Ica","Moroso"
27,"M",5,"Si","Si","No","No","No",2,"Variable","Ica","Moroso"
27,"M",5,"No","Si","No","Si","Si",2,"Variable","Ica","Moroso"
27,"M",5,"No","No","No","No","No",2,"Variable","Ica","Moroso"
27,"F",4,"Si","Si","No","No","No",2,"Fijo","Ica","Moroso"
27,"M",4,"No","No","No","No","No",2,"Variable","Ica","Moroso"
27,"M",4,"Si","Si","No","No","Si",2,"Variable","Ica","Moroso"
28,"M",5,"Si","Si","No","No","No",2,"Fijo","Ica","Moroso"
28,"F",5,"Si","Si","No","No","No",2,"Variable","Ica","Moroso"
28,"M",5,"Si","No","No","No","No",2,"Variable","Ica","Moroso"
28,"M",4,"No","Si","Si","Si","No",2,"Fijo","Ica","Moroso"
29,"M",5,"Si","Si","No","No","Si",2,"Fijo","Ica","Moroso"
29,"F",5,"No","Si","No","No","No",2,"Fijo","Ica","Moroso"
29,"F",5,"Si","Si","No","No","No",2,"Variable","Ica","Moroso"
29,"F",5,"No","Si","No","No","No",2,"Variable","Ica","Moroso"
29,"M",5,"No","No","No","No","No",2,"Variable","Ica","Moroso"
29,"F",4,"Si","Si","No","No","No",2,"Fijo","Ica","Moroso"
29,"F",4,"Si","Si","No","No","No",2,"Fijo","Ica","Moroso"
29,"F",4,"No","Si","No","No","Si",2,"Fijo","Ica","Moroso"
29,"M",4,"No","No","Si","Si","No",2,"Variable","Ica","Moroso"
29,"M",4,"Si","No","Si","Si","Si",2,"Variable","Ica","Moroso"
29,"M",4,"Si","No","No","No","No",2,"Variable","Ica","Moroso"
30,"F",5,"Si","Si","No","No","No",2,"Fijo","Ica","Moroso"
30,"F",5,"No","Si","No","Si","Si",2,"Fijo","Ica","Moroso"
30,"M",5,"Si","Si","No","No","No",2,"Fijo","Ica","Moroso"
30,"M",5,"No","No","Si","No","No",2,"Variable","Ica","Moroso"
30,"M",5,"Si","No","No","No","No",2,"Variable","Ica","Moroso"
30,"F",5,"Si","No","No","No","No",2,"Variable","Ica","Moroso"
30,"F",5,"Si","No","No","No","No",2,"Variable","Ica","Moroso"
30,"M",5,"Si","No","No","No","No",2,"Variable","Ica","Moroso"
30,"M",4,"Si","Si","No","No","No",2,"Fijo","Ica","Moroso"
30,"F",4,"Si","Si","No","No","No",2,"Fijo","Ica","Moroso"
30,"F",4,"Si","Si","No","No","No",2,"Fijo","Ica","Moroso"
30,"F",4,"Si","No","No","No","No",2,"Variable","Ica","Moroso"
30,"M",4,"No","No","Si","No","No",2,"Variable","Ica","Moroso"
30,"M",4,"Si","No","No","No","No",2,"Variable","Ica","Moroso"
30,"M",4,"No","No","No","Si","Si",2,"Variable","Ica","Moroso"
30,"M",4,"Si","No","No","No","Si",2,"Variable","Ica","Moroso"
30,"M",4,"No","No","No","No","No",2,"Variable","Ica","Moroso"
30,"F",2,"Si","Si","Si","No","Si",2,"Variable","Ica","Moroso"
31,"M",5,"No","Si","No","No","No",2,"Fijo","Ica","Moroso"
31,"F",5,"Si","Si","No","No","No",2,"Variable","Ica","Moroso"
